alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
ஸுவாஸம் கேர் / கெருவொ,suvaasam kEr / keruvo,மூச்சை உள்ளிழு,Inhale,,,,
நொவ்வொ கேர் / கெருவொ,novvo kEr / keruvo,புதுமையாக்கு,Innovate,,,,
"துராட், துரடு3வொ","turaaT, turaDuvo","சொருகு, நுழைய வை",Insert,,,,
நிர்ப3ந்த4ம் கேர் / கெருவொ,nirbandham kEr / keruvo,வலியுறுத்து,Insist,,,,
பரிஶோத4னொ கேர் / கெருவொ,parissOdhano kEr / keruvo,ஆய்வு செய்,"Inspect, Explore",,,,
ஸ்தாபிதம் கேர் / கெருவொ,staapitam kEr / keruvo,நிறுவு,Install,,,,
அபமான் கேர் / கெருவொ,apamaan kEr / keruvo,அவமரியாதை செய்யு,Insult,,,,
அட்3ட3ம் போட் / பொடு3வொ,aDDam pOT / poDuvo,குறுக்கிடு,Interfere,,,,
ஸீமொ த3டி3 தூர் / துருவொ,seemo daDi toor / turuvo,எல்லைமீறி நுழை,Invade,,,,
"கெ2டி3 அவாட், கெ2டி3 அவடு3வொ","kheDi avaaT, kheDi avaDuvo",எரிச்சலூட்டு,Irritate,,,,
"க2வ்ஜி, க3ஜுவொ","khavji, gajuvo","அரி, சொறிந்துவிடு",Itch,,,,
துண்டவத்தொ கேர் / கெருவொ,tuNTavatto kEr / keruvo,உளறு,jabber,,,,
ஆபத்3து3ம் ஹுத்ராட் / ஹுத்ரடு3வொ,aapaddum hutraaT / hutraDuvo,இடருக்குள்ளாக்கு,jeopardize,,,,
கே2ல் வத்தொ கேர் / கெருவொ,khEl vatto kEr / keruvo,வேடிக்கைப் பேச்சு பேசு,jest,,,,
"ஒண்ட்கி, ஒண்ட்குவொ","oNTki, oNTkuvo",நடுங்கு,jitter,,,,
"ஹவ்லி, ஹவ்லுவொ","havli, havluvo",ஆட்டு / குலுக்கு,Joggle,,,,
"ஹுல்பி, ஹுல்புவொ","hulpi, hulpuvo",ஆட்டு / குலுக்கு,Joggle,,,,
"சேர், செருவொ","cEr, ceruvo","சேரு, இணை",Join,,,,
"செர்ச்சி, செர்ச்சுவொ","cercci, cerccuvo","சேரு, இணை","Join, Annex, Connect",,,,
ஹாஸ்யமுக் ஸங்கி3 / ஸங்கு3வொ,haasyamuk sanggi / sangguvo,நகைச்சுவைக்காக சொல்லு,joke,,,,
"து4ங்கி, து4ங்கு3வொ","dhungki, dhungguvo",குதி,Jump,,,,
ந்யாவ் கேர் / கெருவொ,nyaav kEr / keruvo,நியாயப்படுத்து,Justify,,,,
லொகு3த்தொ லொகு3த்தொ தோ2வ் / தொ2வொ,logutto logutto thOv / thovo,அடுத்தடுத்து வையு,Juxtapose,,,,
"தொ2வ்லெ, தொ2வ்லுவொ","thovle, thovluvo",வைத்துக்கொள்,"Keep it, Have it",,,,
"லாத், லது3வொ","laat, laduvo",எத்து,Kick,,,,
"அபஹரன் கேர், கெருவொ","apaharan kEr, keruvo",கடத்து,Kidnap,,,,
"மார், மருவொ","maar, maruvo",கொல்,Kill,,,,
"மொராட், மொரடு3வொ","moraaT, moraDuvo",கொல்,Kill,,,,
பு3ச்சி தே3 / தெ3வொ,bucci dE / devo,முத்தம் கொடு,Kiss,,,,
"குஸிர், குஸுருவொ","kusir, kusuruvo",பிசை,Knead,,,,
கு3ட்3க்யால் தாய் / தவொ,guDkyaal taay / tavo,"முட்டியிடு, மண்டியிடு",Kneel,,,,
பங்கி3 பீ3ஸ் / பி3ஸுவொ,panggi bees / bisuvo,"முட்டியிடு, மண்டியிடு",Kneel,,,,
"வீன், வினுவொ","veen, vinuvo",பின்னு,Knit,,,,
"தெட்டி, தெட்டுவொ","teTTi, teTTuvo",தட்டு,Knock,,,,
"களள்ளெ, களள்ளுவொ","kaLaLLe, kaLaLLuvo",தெரிந்துகொள்,Know,,,,
"ஆஸ், அஸுவொ","aas, asuvo",சிரி,Laugh,,,,
"கா4ல், க4லுவொ","ghaal, ghaluvo",இடு / போடு,Lay,,,,
"தாய், தவொ","taay, tavo",இடு / போடு,Lay,,,,
கேட் லம்பொ3 கேர் / கெருவொ,kET lambo kEr / keruvo,படு,Lay down,,,,
"கெ3ளாட், கெ3ளடு3வொ","geLaaT, geLaDuvo",கசிய வை,Leak,,,,
"ஒளாட், ஒளடு3வொ","oLaaT, oLaDuvo",கசிய வை,Leak,,,,
"ஒர்கி3, ஒர்கு3வொ","orgi, orguvo",சாய்ந்துகொள்,Lean,,,,
பஸ்கட் ஒர்கி3 / ஒர்கு3வொ,paskaT orgi / orguvo,பின்னால் சாய்,Lean back,,,,
ப4ராட் ஒங்கி3 / ஒங்கு3வொ,bharaaT onggi / ongguvo,வெளியே குனி,Lean out,,,,
"ஸிக்கி, ஸிக்குவொ","sikki, sikkuvo","கற்றுக்கொள், அறிந்துகொள்",Learn,,,,
"நிகி3ள், நிகு3ளுவொ","nigiL, niguLuvo",விட்டுச்செல்,Leave,,,,
ஸோட் / ஸொடு3வொ தெல்லெ,sOT / soDuvo telle,விடு அதை,Leave it,,,,
"ஸோட், ஸொடு3வொ","sOT, soDuvo","விடு, விட்டுவிடு","Let go, Give up",,,,
ஜான் ஸோட் / ஸொடு3வொ,jaan sOT / soDuvo,போக விடு,Let it go,,,,
தி4ல்லொ ஸோட் / ஸொடுவொ,dhillo sOT / soTuvo,அவிழ்த்து விடு,Let loose,,,,
ஸொவ்டி3 ஸோட் / ஸொடு3வொ,sovDi sOT / soDuvo,அவிழ்த்து விடு,Let loose,,,,
"சாட், சடு3வொ","caaT, caDuvo",நக்கு,Lick,,,,
சொட்3டொ3 வத்தொ கேர் / கெருவொ,coDDo vatto kEr / keruvo,பொய் சொல்,Lie,,,,
"ஒர்கி3, ஒர்கு3வொ","orgi, orguvo",சாய்ந்துகொள்,Lie back,,,,
"நிஞ்ஜி, நிஞ்ஜுவொ","ninjji, ninjjuvo",படுத்துக் கொள்,Lie down,,,,
பாட் கா2ல் தாய் / தவொ,paaT khaal taay / tavo,படுத்துக் கொள்,Lie down,,,,
"துக்கி, துக்குவொ","tukki, tukkuvo",தூக்கு,Lift,,,,
"வாவ், வவொ","vaav, vavo","உயர்த்து, தூக்கு",Lift up,,,,
பில்லாக் பொ3ல்லெ / பொ3ல்லுவொ,pillaak bolle / bolluvo,குழந்தையை தூக்கு,Lift the baby,,,,
தி3வொ பொ4வ்ரி / பொ4வ்ருவொ,divo bhovri / bhovruvo,விளக்கேற்று,Light it,,,,
பிரேவ் போட் / பொடு3வொ,pirEv pOT / poDuvo,விரும்பு,Like,,,,
"அய்கி, அய்குவொ","ayki, aykuvo",கேள்,Listen,,,,
"கௌ3ஞ்சி, கௌ3ஞ்சுவொ","gaunjci, gaunjcuvo",கவனி,Listen,,,,
"ஜாள், ஜளுவொ","jaaL, jaLuvo",எரி,Lit,,,,
"ஜீவ், ஜிவொ","jeev, jivo",வாழு,Live,,,,
"பீ3க் கா4ல், பீ3க் க4லுவொ","beek ghaal, beek ghaluvo","தாழிடு, பூட்டு",Lock,,,,
"ஸா, ஸவொ","saa, savo",பார்,Look,,,,
"ஶா, ஶவொ","ssaa, ssavo",பார்,Look,,,,
"ஓட், ஒடு3வொ","OT, oDuvo",தோற்றுவிடு,Lose out,,,,
பிராமொ போட் / பொடு3வொ,piraamo pOT / poDuvo,"காதலி, காதல் செய்",Love,,,,
ம்ஹொடொ3 கேர் / கெருவொ,mhoDo kEr / keruvo,பெரிதாக்கு,Magnify,,,,
ஸனித3னி கேர் / கெருவொ,sanidani kEr / keruvo,பராமரி,Maintain,,,,
உரு கேர் / கெருவொ,uru kEr / keruvo,உருவாக்கு,Make,,,,
"ஹொவாட், ஹொவடு3வொ","hovaaT, hovaDuvo",ஆக்கு,Make,,,,
நிர்வாஹ் கேர் / கெருவொ,nirvaah kEr / keruvo,நிர்வகி,Manage,,,,
"ஹாஜ்ஜால், ஹாஜ்ஜலுவொ","haajjaal, haajjaluvo",கையாளு,Manipulate,,,,
உத்பத்தி கேர் / கெருவொ,utpatti kEr / keruvo,உற்பத்தி செய்,Manufacture,,,,
"நாஸ், நஸுவொ","naas, nasuvo",அழி,Mar,,,,
நிக்கு லகா3ட் / லக3டு3வொ,nikku lagaaT / lagaDuvo,குறி இடு,Mark,,,,
ஹொராட் கெர்லெ / கெர்லுவொ,horaaT kerle / kerluvo,திருமணம் செய்துகொள்,Marry,,,,
சுவ்ரி ஸோட் / சுவ்ரி ஸொடு3வொ,cuvri sOT / cuvri soDuvo,"நீவி விடு, சுளுக்கெடு",Massage,,,,
"ஜோவ், ஜொவொ","jOv, jovo","அளவெடு, எடைபோடு",Measure,,,,
"மோவ், மொவொ","mOv, movo",அளவெடு,Measure,,,,
"பொஞ்சி கேர், கெருவொ","ponjci kEr, keruvo",மத்தியஸ்தம் செய்,Mediate,,,,
"தெ3க்கி, தெ3க்குவொ","dekki, dekkuvo",சந்தி,Meet,,,,
"மீள், மிளுவொ","meeL, miLuvo",சந்தி,Meet,,,,
"விஜ்ஜி, விஜ்ஜுவொ","vijji, vijjuvo",உருகு,Melt,,,,
மனனம் கேர் / கெருவொ,mananam kEr / keruvo,மனப்பாடம் செய்,"Memorize, Memorise",,,,
ஒண்டேஸ் கேர் / கெருவொ,oNTEs kEr / keruvo,ஒன்றிணை,Merge,,,,
"கொ3வ்ன்டா3ட், கொ3வ்ன்ட3டு3வொ","govnDaaT, govnDaDuvo",தொலை,Mislay,,,,
தொ2வ்தி3 ஹவ்ட3ன் ஜவள்ளெ / ஜவள்ளுவொ,thovdi havDan javaLLe / javaLLuvo,வைத்து மறந்து போ,Mislay,,,,
தெ4ர்னாத்தொ ஸோட் / ஸொடு3வொ,dhernaatto sOT / soDuvo,தவற விடு,Miss,,,,
"கவ்லி, கவ்லுவொ","kavli, kavluvo",கலக்கு,Mix,,,,
"லொல்பி, லொல்புவொ","lolpi, lolpuvo",பிறட்டு,Mix (excessively),,,,
"கல்வி, கல்வுவொ","kalvi, kalvuvo",கலக்கு,Mix,,,,
"மர்ச்சி, மர்ச்சுவொ","marcci, marccuvo",மாற்று,Modify,,,,
"ஹல்லி, ஹல்லுவொ","halli, halluvo","அசை, நகரு",Move,,,,
"ஒத்தாட், ஒத்தடு3வொ","ottaaT, ottaDuvo","நகர்த்து, தள்ளி வை","Move, Move aside",,,,
"ஒத்தி, ஒத்துவொ","otti, ottuvo","தள்ளு, தள்ளி நில்","Move, Move away",,,,
(சொட்3டா3க்) தே4ர் / தெ4ருவொ,(coDDaak) dhEr / dheruvo,(திருடனை) பிடி,Nab,,,,
பாட் கொவ்ரி / கொவ்ருவொ,paaT kovri / kovruvo,நச்சரி,Nag,,,,
இவர் கேர் / கெருவொ,ivar kEr / keruvo,விளக்கு,Narrate,,,,
ஸுந்துர் பெய்னொ ஜா / ஜவொ,suntur peyno jaa / javo,கடற்பயணம் செல்,Navigate,,,,
உதா3ஸீனம் கேர் / கெருவொ,udaaseenam kEr / keruvo,புறக்கணி,Neglect,,,,
வத்தொபோ3ல் கேர் / கெருவொ,vattobOl kEr / keruvo,பேச்சுவார்த்தை நடத்து,Negotiate,,,,
கு2டி3 கா2 / க2வொ,khuDi khaa / khavo,கொறித்து உண்ணு,Nibble,,,,
"கூ2ட், கு2டு3வொ","khooT, khuDuvo",கிள்ளியெடு,Nip,,,,
"நாவ்மேன், நாவ்மெனுவொ","naavmEn, naavmenuvo",நியமி,Nominate,,,,
ஸௌக்3ஞ ஹேட் / ஹெடு3வொ,saugnja hET / heDuvo,குறிப்பெடு,Note,,,,
"க3வுஞ்சி, க3வுஞ்சுவொ","gavunjci, gavunjcuvo",கவனி,Notice,,,,
"களாட், களடு3வொ","kaLaaT, kaLaDuvo",தெரியப்படுத்து,"Notify, Convey",,,,
புஷ்டி கேர் / கெருவொ,pushTi kEr / keruvo,ஊட்டமளி,Nourish,,,,
"என்ட்3கி3, என்ட்3கு3வொ","enDgi, enDguvo",அடங்கு,Obey,,,,
க3வுஞ்சி ஸா / ஸவொ,gavunjci saa / savo,உற்று நோக்கு,Observe,,,,
அட்3ட3ம் கேர் / கெருவொ,aDDam kEr / keruvo,தடை உண்டாக்கு,Obstruct,,,,
"ரூண், ருணுவொ","rooN, ruNuvo",தடை உண்டாக்கு,Obstruct,,,,
ப்ராப்த கேர் / கெருவொ,praapta kEr / keruvo,பெறு,Obtain,,,,
தா2ம் பொ4வ்ரி / பொ4வ்ருவொ,thaam bhovri / bhovruvo,இடத்தை நிரப்பு,Occupy,,,,
மொன்னு கெஷ்டம் கேர் / கெருவொ,monnu keshTam kEr / keruvo,உள்ளத்தை புண்படுத்து,Offend,,,,
நிவேத3ன் கேர் / கெருவொ,nivEdan kEr / keruvo,படையல் செய்,Offer,,,,
"ஸொட்3டெ3, ஸொட்3டு3வொ","soDDe, soDDuvo",விட்டு விடு,Omit,,,,
"ஹூட், ஹுடு3வொ","hooT, huDuvo",திற,Open,,,,
சல்தொ கேர் / கெருவொ,calto kEr / keruvo,இயக்கு,Operate,,,,
"வெது3ர்ஞ்சி, வெது3ர்ஞ்சுவொ","vedurnjci, vedurnjcuvo",எதிர்ப்பு காட்டு,Oppose,,,,
ஆஞொ தே3 / தெ3வொ,aanjo dE / devo,கட்டளை இடு,Order,,,,
காம்தா4ம் கேர் / கெருவொ,kaamdhaam kEr / keruvo,ஏற்பாடு செய்,Organize,,,,
வேன்கன் கேர் / கெருவொ,vEnkan kEr / keruvo,மிதமிஞ்சி செய்,Overact,,,,
த3டி3 ஆவ் / அவொ,daDi aav / avo,கடந்து வா,Overcome,,,,
விஸிரி ஹான் / ஹனுவொ,visiri haan / hanuvo,தூக்கி எறி,Overthrow,,,,
"ஒங்கா3ட், ஒங்க3டு3வொ","onggaaT, onggaDuvo",கவிழ்த்து,Overturn,,,,
"கி4ந்தி3, கி4ந்து3வொ","ghindi, ghinduvo",கட்டு,Pack,,,,
வனி லாவ் / லவொ,vani laav / lavo,வர்ணம் பூசு,Paint,,,,
"உட்3கா3ட், உட்3க3டு3வொ","uDgaaT, uDgaDuvo",முடக்கு,Paralyze,,,,
வாஹனொ ஒண்டெதேட் ஹிப்3பி3 ர்ஹவாட் / ர்ஹவடு3வொ,vaahano oNTetET hibbi rhavaaT / rhavaDuvo,வண்டியை ஓரிடத்தில் நிறுத்து,Park,,,,
"அட்கி, அட்குவொ","aTki, aTkuvo","சாத்து (கதவை, ஜன்னலை)",Partly Close,,,,
"லங்கி3, லங்கு3வொ","langgi, langguvo",தேர்ச்சி பெறு,Pass,,,,
"தெ3வ்ஸி, தெ3வ்ஸுவொ","devsi, devsuvo",ஒட்டு,Paste,,,,
புட்டா வாட் ஸா / ஸவொ,puTTaa vaaT saa / savo,பிளவு வழியாக பார்,Peek,,,,
"தொங்கி3ஸா, தொங்கி3ஸவொ","tonggisaa, tonggisavo",எட்டிப்பார்,Peek,,,,
ஸோல் / ஸொலுவொ,sOl / soluvo,உரி,Peel,,,,
"குஸ்கி, குஸ்குவொ","kuski, kuskuvo","குத்து, துளையிடு, செருகு","Pierce, Insert",,,,
"மிந்தி3, மிந்து3வொ","mindi, minduvo","குத்து, துளையிடு",Pierce,,,,
"சுண்டி, சுண்டுவொ","cuNTi, cuNTuvo",கிள்ளு,Pinch,,,,
"தோ2வ், தொ2வொ","thOv, thovo",வை,Place,,,,
"கு3ம்பி, கு3ம்புவொ","gumpi, gumpuvo",பின்னு,Plait,,,,
"கா2ள், க2ளுவொ","khaaL, khaLuvo",விளையாடு,Play,,,,
"வவ்ஜி, வவ்ஜுவொ","vavji, vavjuvo",வாசி,Play,,,,
க்ருபொ கேர் / கெருவொ,krupo kEr / keruvo,தயவு செய்,Please,,,,
ஸொந்தோஷ் கேர் / கெருவொ,sontOsh kEr / keruvo,மகிழ்வி,Please,,,,
"ஜுன், ஜுனுவொ","jun, junuvo",உழு,Plough,,,,
"நங்கி3, நங்கு3வொ","nanggi, nangguvo",உழு,Plough,,,,
"கிரட், கிரடு3வொ","kiraT, kiraDuvo",உழு,Plough,,,,
"தோட், தொடு3வொ","tOT, toDuvo","பறி, பிடுங்கு","Pluck, Pick",,,,
"உக்கி, உக்குவொ","ukki, ukkuvo","பறி, பிடுங்கு","Pluck, Pick",,,,
"உவ்வி, உவ்வுவொ","uvvi, uvvuvo","பறி, பிடுங்கு",Pluck,,,,
"கா4ல், க4லுவொ","ghaal, ghaluvo",இடு / போடு,Post,,,,
"தாய், தவொ","taay, tavo",இடு / போடு,Post,,,,
"லுச்சி, லுச்சுவொ","lucci, luccuvo","ஊற்று, கொட்டு",Pour,,,,
பு4ர்கொ கேர் / கெருவொ,bhurko kEr / keruvo,"தூளாக்கு, பொடியாக்கு","Powder, Crush",,,,
"காண், கணுவொ","kaaN, kaNuvo","தூளாக்கு, பொடியாக்கு","Powder, Crush",,,,
து3மாட்3 / து3மடு3வொ,dumaaD / dumaDuvo,பழக்கு,Practice,,,,
"நூவ், நுவொ","noov, nuvo","புகழு, வாழ்த்து, பாராட்டு","Praise, Greet, Compliment, Appreciate",,,,
பிரார்த2னொ கேர் / கெருவொ,piraarthano kEr / keruvo,கும்பிடு,Pray,,,,
"அவ்ங்கி, அவ்ங்குவொ","avngki, avngkuvo",அழுத்து,Press,,,,
"நிம்பி, நிம்புவொ","nimpi, nimpuvo",அச்சிடு,Print,,,,
"கபா3ட்3, கப3டு3வொ","kabaaD, kabaDuvo",காப்பாற்று,Protect,,,,
"ப்ரஸுர், ப்ரஸுருவொ","prasur, prasuruvo",வெளியிடு,Publish,,,,
"உட்சி, உட்சுவொ","uTci, uTcuvo",இழு,Pull,,,,
"கி2ஞ்சி, கி2ஞ்சுவொ","khinjci, khinjcuvo",இழு,Pull,,,,
"தூ3ஸ், துஸுவொ","doos, tusuvo",உருவு,Pull out,,,,
"ஹவ்ளி, ஹவ்ளுவொ","havLi, havLuvo",வெளிக்கொணர்,Pump,,,,
"உஸ்பி, உஸ்புவொ","uspi, uspuvo",வெளிக்கொணர்,Pump,,,,
"கு3த்3தி3, கு3த்து3வொ","guddi, gutduvo",குத்து,Punch,,,,
"தொ3ப்3பி3, தொ3ப்3பு3வொ","dobbi, dobbuvo",தள்ளு,Push,,,,
"கா4ல், க4லுவொ","ghaal, ghaluvo",இடு,Put,,,,
"தாய், தவொ","taay, tavo",இடு,Put,,,,
கா2ல் தாய் / தவொ,khaal taay / tavo,கீழே போடு,Put down,,,,
பவ்ட3ர் லாவ் / லவொ,pavDar laav / lavo,பவுடர் பூசு,Put powder,,,,
"கீ2ல் தாய், கீ2ல் தவொ","kheel taay, kheel tavo",தாழ்ப்பாளை போடு,Put the latch,,,,
"மோவ், மொவொ","mOv, movo",அளவிடு,Quantify,,,,
அலக்3கொ3 கேர் / கெருவொ,alaggo kEr / keruvo,தனிமைப்படுத்து,Quarantine,,,,
ஜெ2டொ3 மல்லெ / மல்லுவொ,jheDo malle / malluvo,சண்டையிடு,Quarrel,,,,
"தொ3ப்3பி3 தோ2வ், தொ2வொ","dobbi thOv, thovo",விலக்கி வை,Quash,,,,
"ஶமுல்லெ, ஶமுல்லுவொ","ssamulle, ssamulluvo",தணித்துக்கொள்,Quench,,,,
"பூஸ், புஸுவொ","poos, pusuvo",வினவு,Query,,,,
வெக்கிலி ஜா / ஜவொ,vekkili jaa / javo,நாடிச்செல்,Quest,,,,
புஸினி பூஸ் / புஸுவொ,pusini poos / pusuvo,கேள்வி கேளு,Question,,,,
பி3ஸ்ஸொ கேர் / கெருவொ,bisso kEr / keruvo,விரைவுபடுத்து,Quicken,,,,
ஸொட்3டி3 ஜா / ஜவொ,soDDi jaa / javo,விட்டுச்செல்,Quit,,,,
"ஒண்ட்கி, ஒண்ட்குவொ","oNTki, oNTkuvo",நடுங்கு,Quiver,,,,
"ஹிங்காட், ஹிங்கடு3வொ","hingkaaT, hingkaDuvo",உயர்த்து,Raise,,,,
"மிட்டி, மிட்டுவொ","miTTi, miTTuvo",சுண்டு,Rap,,,,
"அந்தி3, அந்து3வொ","andi, anduvo",எட்டு,Reach,,,,
"ஜீ சேர், ஜீ செருவொ","jee cEr, jee ceruvo",சென்றடை,Reach,,,,
"சொவ்தி3, சொவ்து3வொ","covdi, ceaavduvo",படி,Read,,,,
"இகி3, இகு3வொ","igi, iguvo",படி,Read,,,,
"ஜன்லெ, ஜன்லுவொ","janle, janluvo","அறிந்துகொள், உணர்ந்துகொள்","Realize, Realise",,,,
கா3ய் சொவ்ரி / சொவ்ருவொ,gaay ceaavri / covruvo,மாடு மேய்,Rear cattle,,,,
"ஹவ்டன் கேர், ஹவ்டன் கெருவொ","havTan kEr, havTan keruvo",நினைவு கூர்,Recall,,,,
ஹவ்ட3ன் தொ2வ்லெ / தொ2வ்லுவொ,havDan thovle / thovluvo,நினைவில் கொள்,Remember,,,,
"ஹேட், ஹெடு3வொ","hET, heDuvo",நீக்கு,Remove,,,,
"ஸொவ்டி3, ஸொவ்டு3வொ","sovDi, sovDuvo",கழட்டு,Remove,,,,
பி2ரி தெர்மி / தெர்முவொ,phiri termi / termuvo,"திரும்பித் துரத்து, விரட்டியடி",Repel,,,,
ஜவாப் தே3 / தெ3வொ,javaap dE / devo,பதில் கொடு,Reply,,,,
"கபா3ட், கப3டு3வொ","kabaaT, kabaDuvo",காப்பாற்று,Rescue,,,,
வஸன் கேர் / கெருவொ,vasan kEr / keruvo,தங்கி இரு,Reside,,,,
ஶீன் ஶமுல்லெ / ஶமுல்லுவொ,sseen ssamulle / ssamulluvo,இளைப்பாறு,"Rest, Relax",,,,
"ஹள்சி, ஹள்ச்சுவொ","haLci, haLccuvo",அலசு,Rinse,,,,
"பிக்காட், பிக்கடு3வொ","pikkaaT, pikkaDuvo",பழுக்க வை,Ripen,,,,
"சேட், செடு3வொ","cET, ceDuvo",உயரு,Rise,,,,
"ஹூட், ஹுடு3வொ","hooT, huDuvo",எழுந்திரு,Rise,,,,
நிகி3ள்,nigiL,உதயமாகு,Rise,,,,
"ஹிண்டி3, ஹிண்டு3வொ","hiNDi, hiNDuvo",திரி,Roam,,,,
"பு4ஞ்ஜி, பு4ஞ்ஜுவொ","bhunjji, bhunjjuvo",வறு,Roast,,,,
"தூ4ள், து3ளுவொ","dhooL, duLuvo",உருளு,Roll,,,,
"கு3வ்னி, கு3வ்னுவொ","guvni, guvnuvo",சுருட்டு,Roll,,,,
கொ3ளி கேர் / கெருவொ,goLi kEr / keruvo,உருண்டை பிடி,Roll it like a ball,,,,
சுட்டு பி2ராட் / பி2ரடு3வொ,cuTTu phiraaT / phiraDuvo,சுழற்று,Rotate,,,,
கொ3ளொ கேர் / கெருவொ,goLo kEr / keruvo,வட்டமாக சுருட்டு,Round,,,,
"கே3ஸ், கெ3ஸுவொ","gEs, gesuvo",தேய்,Rub,,,,
"ஹூல், ஹுலுவொ","hool, huluvo",தேய்,Rub,,,,
"மோஸ், மொஸுவொ","mOs, mosuvo",தேய்,Rub,,,,
"ரெகு3டி3, ரெகு3டு3வொ","reguDi, reguDuvo",அழுத்தி தேய்,Rub hard,,,,
"தா4ம், த4முவொ","dhaam, dhamuvo",ஓடு,Run,,,,
மர்மரி / மர்மருவொ,marmari / marmaruvo,சரசர ஒலி செய்,Rustle,,,,
"செர்ச்சி, செர்ச்சுவொ","cercci, cerccuvo","சேமி, சேர்த்து வை",Save,,,,
"கபா3ட், கப3டு3வொ","kabaaT, kabaDuvo",காப்பாற்று,Save,,,,
"ஸங்கி3, ஸங்கு3வொ","sanggi, sangguvo",சொல்லு,Say,,,,
"செது3ராட், செது3ரடு3வொ","ceduraaT, ceduraDuvo","சிதற விடு, தெறிக்கச்செய்",Scatter,,,,
"கா3ள்டெ, காள்டு3வொ","gaaLTe, kaaLDuvo",திட்டு,Scold,,,,
"பொஸ்கி, பொஸ்குவொ","poski, poskuvo","தீயினால் சுடு, பொசுக்கு",Scorch,,,,
"ஒர்பி, ஒர்ப்புவொ","orpi, orppuvo",சுரண்டு,Scrape,,,,
"பொ3ஸ்கி, பொ3ஸ்குவொ","boski, boskuvo","சொறி, பிறாண்டு",Scratch,,,,
"க2வ்ஜி, க2வ்ஜுவொ","khavji, khavjuvo","சொறி, பிறாண்டு",Scratch,,,,
"முவ்ரி, முவ்ருவொ","muvri, muvruvo","கசக்கு, திருகு",Screw,,,,
"பி2வ்ரி, பி2வ்ருவொ","phivri, phivruvo","கசக்கு, திருகு",screw,,,,
கெ3ஸிகின் தூ4வ் / து4வொ,gesikin dhoov / dhuvo,தேய்த்துக் கழுவு,Scrub,,,,
"ஹுகில், ஹுகிலுவொ","hukil, hukiluvo","தேய், இழை",Scrub,,,,
"ஹூல், ஹுலுவொ","hool, huluvo","தேய், இழை",Scrub,,,,
"வெக்கி, வெக்குவொ","vekki, vekkuvo",தேடு,Search,,,,
"மூக்3, முகு3வோ","moog, muguvO",தேடு,Search,,,,
"தெ3க்கி, தெ3க்குவொ","dekki, dekkuvo",பார்,See,,,,
"ஸா, ஸவொ","saa, savo",பார் / காண்,See,,,,
"லிந்தி3, லிந்து3வொ","lindi, linduvo",விற்பனை செய்,Sell,,,,
"விக்கி, விக்குவொ","vikki, vikkuvo",விற்பனை செய்,Sell,,,,
"த4ட்3டெ3, த4ட்3டு3வொ","dhaDDe, dhaDDuvo",அனுப்பு,Send,,,,
அலக்3கொ3 கேர் / கெருவொ,alaggo kEr / keruvo,பிரித்தெடு,Separate,,,,
"ஹொவ்டி3, ஹொவ்டு3வொ","hovDi, hovDuvo",பரிமாறு,Serve,,,,
"திராட், திரடு3வொ","tiraaT, tiraDuvo",தீர்த்து வை,Settle,,,,
"காட், கடு3வொ","kaaT, kaDuvo","அறு, நறுக்கு",Sever,,,,
"குட்கொ கேர், கெருவொ","kuTko kEr, keruvo",துண்டாக்கு,Sever,,,,
"ஸீவ், ஸிவொ","seev, sivo",தை,Sew,,,,
"ஹவ்ளி, ஹவ்ளுவொ","havLi, havLuvo",ஆட்டு / குலுக்கு,"Shake, Pump",,,,
"ஹுல்பி, ஹுல்புவொ","hulpi, hulpuvo",ஆட்டு / குலுக்கு,Shake,,,,
"விலிஞ்சி, விலிஞ்சுவொ","vilinjci, vilinjcuvo",உதறு,Shake out,,,,
(ஜுட்டி தெ4ரி) கு4ம்மி / கு4ம்முவொ,(juTTi dheri) ghummi / ghummuvo,(குடுமியை பிடித்து) உலுக்கு,Shake violently (by holding the tuft),,,,
"போ2ட்3, பொ2டு3வொ","phOD, phoDuvo","நொறுக்கு, உடை","Shatter, Demolish, Perish",,,,
"உத்3கி3ர், உத்3கி3ருவொ","udgir, udgiruvo",பிரகாசி,Shine,,,,
"ஜூல், ஜுலுவொ","jool, juluvo","பிரகாசி, மின்னு, ஒளிவீசு",Shine,,,,
"ஒண்ட்கி, ஒண்ட்குவொ","oNTki, oNTkuvo",நடுங்கு,Shiver,,,,
ஹத்தெ லகா3ட் / லக3டு3வொ,hatte lagaaT / lagaDuvo,அதிர்ச்சியூட்டு,(give) Shock,,,,
"பெதி3ர், பெது3ருவொ","pedir, peduruvo",அதிர்ச்சியடை,(be) Shocked,,,,
"விந்தி3, விந்து3வொ","vindi, vinduvo",அம்பு எய்,Shoot,,,,
"லாவ், லவொ","laav, lavo",சுடு,Shoot,,,,
"கீ3ட்3, கி3டு3வொ","geeD, giDuvo",சுருக்கு,Shorten,,,,
பா4ட் தாய் / தவொ,bhaaT taay / tavo,"கத்து, கூச்சலிடு",Shout,,,,
"கத்தி, கத்துவொ","katti, kattuvo","கத்து, கூச்சலிடு",Shout,,,,
ரெச்செ தாய் / தவொ,recce taay / tavo,"கத்து, கூச்சலிடு",Shout,,,,
"தெ3க்காட், தெ3க்கடு3வொ","dekkaaT, dekkaDuvo",காட்டு,Show,,,,
