alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
பி2ரி,phiri,"திருப்பி, திரும்பவும், மீண்டும், மறுபடியும்","Again, Repeat, Return",,,,
பி2ரிஹுட3த்திஸாயொ,phirihuDattisaayo,மீள்தன்மையுடையது,Resilient,,,,
பி2ரிஹுட3ன் கு3ண்ணு,phirihuDan guNNu,மீள்தன்மை,Resilience,,,,
பி3கு3ஸ்,bigus,அழுத்தம்,Pressure,,,,
பி3ஸ்ஸொ,bisso,வேகமாக,Speed,,,,
பி4டா3த்திஸா,bhiDaattisaa,ஏற்கத்தக்க,Acceptable,,,,
பி4டாத்திஸொ,bhiTaattiso,நட்பு கொள்ள தக்க,Deserve to be friendly,,,,
பி4டௌ3த்திஸொ,bhiDauttiso,நம்பும்படியாக,Believable,,,,
பி4ண்டி3னி,bhiNDini,நம்பிக்கை,"Belief, Trust, Hope",,,,
பி4ருஸ்,bhirus,"இறுகின, மரத்துப் போன","Tight, Numb",,,,
பிர்ஜனம்,pirjanam,"அனுகூலம், நன்மை","Benefit, Use",,,,
பிள்டி,piLTi,"பொம்மை, கைக்கூலி","Doll, Toy, Puppet, Stooge",,,,
பிஸதய,pisataya,முட்டாள்தனமான,"Stupid, Nonsense",,,,
பு2ட்3கொ துட்3கொ,phuDko tuDko,இதர,Miscellaneous,,,,
பு2ட்கோ,phuTkO,"ஓட்டை, கிழிந்த","Hole, Torn",,,,
பு2ரத்திகொ,phurattiko,மீதம் இருப்பதற்கு,For the rest,,,,
பு2ர்னா,phurnaa,போதாது,Not enough,,,,
பு2ரொ,phuro,"போதும், போதுமான",Enough,,,,
பு2ரொ ஹொய்யொ,phuro hoyyo,சலித்துவிட்டது,Bored,,,,
பு2ரொ ஹோத்திஸா,phuro hOttisaa,சலிப்பு தட்டக்கூடிய,Boring,,,,
பு2லாபு2லி,phulaaphuli,பால் மரு,White Wart,,,,
பு2வணி,phuvaNi,"ஊதல், ஊதுகுழல்","Whistle, Bugle",,,,
பு2ள்ளயொ,phuLLayo,முந்தைய,Previous one,,,,
பு2ள்ளொ,phuLLo,"முன்னால், முந்தைய","Before, Previous",,,,
பு3த்3தி4,buddhi,"புத்திக்கூர்மை, அறிவு","Wisdom, Intelligence, Wit",,,,
பு3வ்ட3த்தெ,buvDatte,நனைத்தல்,Dipping,,,,
புகா2ர்,pukhaar,குற்றச்சாட்டு,Complaint,,,,
புட்டொ,puTTo,ஓட்டை,Hole,,,,
புஸ்னி,pusni,கேள்வி,Question,,,,
பூர்ணொ,poorNo,முழு,Full,,,,
பூர்தி,poorti,முழுமை,Complete,,,,
பெ4ள்ளி,bheLLi,மிகவும்,"Very much, Highly, Sorely",,,,
பெ4ளி,bheLi,"மிக, மிகவும், அதிக","More, Highly, Very",,,,
பெ4ளி ஸ்ரேஷ்டு2,bheLi srEshThu,"அற்புதமான, நேர்த்தியான, சிறந்த, பிரமாண்டமான","Awesome, Elegant, Exquisite, Finest, Grand, Magnificent",,,,
பெட்மாட்,peTmaaT,சப்பணம்,Sitting Cross legged,,,,
பெடி,peTi,பெட்டி,Box,,,,
பெத்தெ,pette,தனியாக,"Alone, Separate",,,,
பெரும்போ3,perumbO,நாசமாய் (போக),Drat,,,,
பெஶாவ்,pessaav,அகலமான,"Broad, Wide, Width",,,,
பே4த்,bhEt,வேறுபாடு,Difference,,,,
பை2லாதி,phailaati,முதலிய,Etcetera,,,,
பை3,bai,பற்று,Debit,,,,
பைடி3,paiDi,தொப்பி,Cap,,,,
பைஸல்,paisal,தீர்வு,Solution,,,,
பொ3ணால்,boNaal,பட்டாசு,"Fire Cracker, Crackers",,,,
பொ3து3ல்,bodul,"பதிலாக, மாற்றாக்","Instead, Substitue",,,,
பொ3லம்,bolam,"பலம், வலிமை","Strength, Force, Power",,,,
பொ3லம் ஹொயெ,bolam hoye,"பலமான, வலிமையான","Strong, Forceful, Powerful",,,,
பொ3லிம்,bolim,"பலம், வலிமை","Strength, Force",,,,
பொ4ங்கு3ரொ,bhongguro,பம்பரம்,Top,,,,
பொ4த்3ரம்,bhodram,"கவனம், பத்திரம், பாதுகாப்பு","Careful,Safety",,,,
பொ4த்3ரம் ஹொயெ,bhodram hoye,"பத்திரமான, பாதுகாப்பான",Safe,,,,
பொ4த்3ரம்கன்,bhodramkan,"பத்திரமாக, பாதுகாப்பாக","Carefully, Safely",,,,
பொ4ம்,bhom,சங்கு,Conch,,,,
பொ4ய்ஸ்,bhoys,"பவுசு, அந்தஸ்து","Opulence, Status",,,,
பொ4வெ,bhove,நிறைய,Many,,,,
பொக்கு,pokku,தொலி,"Hull, Husk",,,,
பொகட்,pokaT,"பக்க, பக்கமாக","Side, Sideways",,,,
பொக்ளொ,pokLo,அருகில்,Near by,,,,
பொஞ்சி,ponjci,பஞ்சாயத்து,Village Council,,,,
பொட்டாஸ்,poTTaas,பட்டாசு,Fire Cracker,,,,
பொட்டேட்,poTTET,பட்டறை,Workshop,,,,
பொராக் ஸாத்தெ,poraak saatte,வேடிக்கை பார்த்தல்,Watching passively,,,,
பொள்கி3னி,poLgini,பழக்கம்,Socializing,,,,
போ2குர்,phOkur,பக்கமாக,"Side, Towards",,,,
போ2ரு,phOru,மேசை,Table,,,,
போ2லு,phOlu,"பலன், விளைவு","Fruit, Benefit, Result, Effect",,,,
போ2ள்,phOL,"பலன், விளைவு","Fruit, Benefit, Result, Effect",,,,
போ3த4னொ,bOdhano,அறிவுரை,Advice,,,,
மந்தொ3,mando,"மந்தமான, மழுங்கிய","Dull, Blunt",,,,
ம்ருது3லொ,mrudulo,"மென்மை, மென்மையான","Soft, Gentle, Polite",,,,
மல்லாமல்லினி,mallaamallini,"சலசலப்பு, பெருங்குழப்பம்","Hustle bustle, Chaos",,,,
மளீ,maLee,அழுக்கான,Dirty,,,,
"மஹத்வம், கு3ருத்வம்","mahatvam, gurutvam",முக்கியத்துவம்,Importance,,,,
ம்ஹெத்3தி3 தரொ,mheddi taro,நடுத்தரம்,Medium,,,,
ம்ஹொடொ3,mhoDo,பெரிய,Capital,,,,
ம்ஹொத்3தி3,mhoddi,"நடுவில், மையம், இடை",Middle,,,,
ம்ஹொஜார்,mhojaar,"நடுவில், மையம், இடை",Middle,,,,
மாய்பா4ஷொ,maaybhaasho,தாய் மொழி,"Mother tongue, Mother-tongue",,,,
மார்கு3,maargu,"பாதை, வழி","Way, Path",,,,
மிதி,miti,எல்லை,"Limit, Border, Boundary",,,,
மிள்ட,miLTa,சேரும்,Added up,,,,
மிளத்தெ,miLatte,புறப்படுதல்,Departure,,,,
மிள்நாத்தொ,miLnaatto,சேராமல்,Without joining,,,,
மிள்னி,miLni,சந்தித்தல்,"Meeting, Union",,,,
மிளாமேள்,miLaamEL,சந்தித்தல்,"Meeting, Union",,,,
மிளை,miLai,கிடைக்கும்,Will get,,,,
முக3த்தெ,mugatte,தேடுதல்,Search,,,,
முக்யம்,mukyam,முக்கியம்,Important,,,,
முத்3ரொ,mudro,முத்திரை,"Stamp, Impression, Seal",,,,
முது3ல்லொ,mudullo,"முதலில், முன்கூட்டியே","First, Firstly, Advance",,,,
முரளி,muraLi,புல்லாங்குழல்,Flute,,,,
முரி,muri,அழுக்கு,Dirt,,,,
முரி அட்டு,muri aTTu,அதிக அழுக்கு,Overly Dirt,,,,
முரி ஹொயெ,muri hoye,அழுக்கான,Dirty,,,,
முஜ்ஜொ,mujjo,முடிந்தது,Done,,,,
முஜுன்,mujun,தீய செயல்கள்,Bad deeds,,,,
முஸை,musai,"சாத்தியம், கூடும்","Possible, May",,,,
மூஸி,moosi,முனை,Edge,,,,
மெத்தன்,mettan,மிருதுவான,"Soft, Crisp",,,,
மெனிக்யத்தன்,menikyattan,முயற்சி,Effort,,,,
மொஸி,meaasi,புகைக்கரி,Soot,,,,
மேட்,mET,சிறந்த,"Best, Excellent",,,,
மேடுன்,mETun,சிறந்தவர்கள்,Elite,,,,
மைத்ரி,maitri,நட்பு,Friendship,,,,
மொக்குளொ,mokkuLo,நன்றாக,Delightfully,,,,
மொகி3ன்,mogin,அறிவற்றவன்,"Ignorant, Idiot, Nincompoop",,,,
மொது3ரளி,moduraLi,முதலாளி,"Employer, Boss",,,,
மொரண் ஸேரு,moraN sEru,"எண்ணற்ற, ஏராளமான","Numerous, Plenty, Ample",,,,
மொரணு பத்ரொ,moraNu patro,உயில்,Will,,,,
மொரளி,moraLi,பணக்காரன்,Rich,,,,
மொருமு,morumu,"இரகசியம், மர்மம்","Secret, Supense",,,,
மொனொ,mono,கூர்மை,Sharp,,,,
மொஶான்,mossaan,மயானம்,Cemetry,,,,
மோல்,mOl,"விலை, மதிப்பு","Price, Cost, Value",,,,
மோவு,mOvu,அளவு,Size,,,,
மோஸ்,mOs,மோசம்,Humbug,,,,
மோஹத்திஸா,mOhattisaa,கவர்ச்சியான,"Sexy, Glamour",,,,
யத்தன்,yattan,முயற்சி,"Attempt, Try",,,,
யஷ்டி,yashTi,"குச்சி, தடி","Stick, Rod",,,,
யுத்3,yud,போர்,War,,,,
யோஜனொ,yOjano,திட்டம்,"Plan, Project",,,,
ரத்3து3 கெரத்தெ,raddu keratte,ரத்து செய்தல்,Cancellation,,,,
ரப்தா வத்தான்,raptaa vattaan,பேச்சுவழக்கு,Colloquial,,,,
ர்ரூப்,rroop,"உருவம், வடிவமைப்பு","Figure, Image, Design",,,,
ரல்,ral,மூலதனம்,Capital,,,,
ர்ஹத்த,rhatta,உண்மையான,"Real, True",,,,
ர்ஹவாரனி,rhavaarani,இருக்க முடியவில்லை,Could not be,,,,
ர்ஹவொ,rhavo,இருங்கள்,Stay,,,,
ர்ஹியெ ஒன்னு,rhiye onnu,திடீரென்று,All of a Sudden,,,,
ர்ஹியெவாகுர்,rhiyevaakur,திடீரென்று,Suddenly,,,,
ரிங்க3ட3த்தெ,ringgaDatte,அடி அடி என அடித்தல்,Beating again and again,,,,
ரித்தி,ritti,வீண்,Waste,,,,
ரீண்,reeN,கடன்,Debt,,,,
ரீதி,reeti,"முறை, பாணி, பாங்கு","Manner, Fashion, Style",,,,
ருதன்,rutan,உண்மை,"True, Truth",,,,
ருந்தி3,rundi,"பரவி, அகலமாக","Spread, Widely",,,,
ருஜிம்,rujim,நேரில்,In person,,,,
ருஜு,ruju,உண்மை,"Fact, Truth",,,,
ரூட் ஹனத்தெ,rooT hanatte,கொள்ளையடித்தல்,Plunder,,,,
ரூடி4,rooDhi,பழக்கம்,"Habit, Practice, Tradition",,,,
ரூடு,rooTu,கொள்ளை,Robbery,,,,
ரூணி,rooNi,பழக்கம்,Habit,,,,
ரூப்,roop,உருவம்,"Form, Feature",,,,
ரூபு,roopu,அழகு,Beauty,,,,
ரெச்செ,recce,கூச்சல்,Noise,,,,
ரெந்து3,rendu,"இடைவெளி, வரை",Gap,,,,
ரேய்,rEy,"அடேய், ஏய்",Hey,,,,
ரை,rai,செல்வம்,Wealth,,,,
ரொக்டொ3,rokDo,"ரொக்கம், தொகை","Cash, Sum, Amount",,,,
ரொஸம்,rosam,ரோஷம்,Irate,,,,
லக3ரஸ்,lagaras,தோணுகிறது,"Seems, Feel",,,,
லகை3,lagai,"ஆகும், தோணும்","Will take, Seems",,,,
லங்க3ர்,langgar,நங்கூரம்,Anchor,,,,
லடை3,laDai,"போர், சண்டை","Fight, Battle",,,,
லம்பு3,lambu,நீளமான,Long,,,,
லவ்காஸ்,lavkaas,"விஷயம், விவரம், செய்தி","Matter, Detail, News",,,,
ல்ஹெக்கொ,lhekko,கணக்கு,"Account, Calculation",,,,
ல்ஹெகு3,lhegu,எளிதான,Easy,,,,
ல்ஹெகூ3வர்,lhegoovar,எளிதாக,"With ease, Easily",,,,
லாப்,laap,"லாபம், நன்மை","Profit, Benefit",,,,
லாலித்யொ,laalityo,நேர்த்தி,Elegance,,,,
லானி,laani,"சிறந்தது, நல்லது, பரவாயில்லை","Better, It's Okay",,,,
லுண்டி,luNTi,"மீறுதல், மீறல்","Violation, Breach",,,,
லெக்கு,lekku,இடம்,"Particular Place, Destination",,,,
லெக்ஷன்,lekshan,"அலகு, அடையாளம்","Unit, Identity",,,,
லெங்கு3,lenggu,"வரை, வரைக்கும்","Till, Until, Up to",,,,
லென்து,lentu,"வரை, வரைக்கும்","Till, Until, Up to",,,,
லொட3த்தெ,loDatte,உள்ளே வருதல்,To come inside,,,,
லொட்கினி,loTkini,கால் தடுமாற்றம்,Stumble,,,,
லொம்பி3,lombi,தளர்ந்து,Tired,,,,
லொம்பு3,lombu,நீளமான,Long,,,,
லொள்வாத்தெ,loLvaatte,தடுமாறுதல்,Stumbling,,,,
லோள் பொட3த்தெ,lOL poDatte,"சீரழிதல், அலைதல்","Running from pillar to post, Wandering",,,,
லௌகாஸ்,laukaas,விஷயம்,Matter,,,,
வக்ர,vakra,நேர்மையற்ற,Crooked,,,,
வகொ3,vago,வகை,"Type, Kinds",,,,
வட்கெ,vaTke,"வழக்கம், வாடிக்கை","Custom, Routine, Used to",,,,
வடி3னி,vaDini,"வாடிப்போதல், வதங்குதல்","Wilt, Wither",,,,
வடொ,vaTo,"பங்கு, பாகம்","Part, Share, Role",,,,
வணி,vaNi,வியாபாரம்,Business,,,,
வத்தாபுட்3கி,vattaapuDki,அகராதி,Dictionary,,,,
வத்தாபெடி,vattaapeTi,அகராதி,Dictionary,,,,
வத்தான்,vattaan,சொற்கள்,Words,,,,
வத்தொ,vatteaa,"பேச்சு, உரையாடல்","Speech, Conversation, Chat",,,,
வத்தொபோ3ல்,vattobOl,"அரட்டை, பேச்சுவார்த்தை","Chat, Speaking term, Dialogue",,,,
வதி3னி,vadini,"தொடர்பு, தகவல் பரிமாற்றம்",Communication,,,,
வரெ,vare,வியாபாரம்,Business,,,,
வஸ்து,vastu,பொருள்,"Article, object, item, Goods",,,,
வஹு,vahu,அடை,Dump,,,,
வாகு,vaaku,சொல்,Word,,,,
வாள்,vaaL,தடவை,"Number of times, Times",,,,
வாஸ்கொ3ளொ,vaasgoLo,துணிப்பந்து,Cloth Ball,,,,
விக்கு,vikku,"விஷம், சிங்கி, நஞ்சு",Poison,,,,
விங்கினி,vingkini,மாற்றம்,Change,,,,
வித4ம்,vidham,வகை,"Kind, Type, Category, Class",,,,
வித்தொ / விர்த்தொ,vitteaa / virtteaa,"வீண், தேவையற்ற","Waste, Unnecessary",,,,
வித்தா வத்தொ,vittaa vatteaa,வீண்பேச்சு,Gossip,,,,
விதி4,vidhi,விதிமுறை,Rule,,,,
விபத்,vipat,அபாயமாக,Dangerous,,,,
விர்தாக்,virtaak,"வீண், வீணாக","Waste, In Vain, Unnecessary",,,,
விரதி,virati,பணி ஓய்வு,Retirement,,,,
விவரிணி,vivariNi,விவரம்,Details,,,,
விஜனொ,vijaneaa,விசிறி,Fan,,,,
விஸ்தார்,vistaar,"பரந்த, விரிவு",Broad,,,,
விஸ்ராத்தெ,visraatte,மறத்தல்,Forgetting,,,,
விஸ்வாஸ்,visvaas,விசுவாசம்,Faith,,,,
விஶ்ராந்தி,vissraanti,ஓய்வு,"Rest, Relaxation",,,,
விஶ்வாஸ்,vissvaas,நம்பிக்கை,Belief,,,,
விஶேஷ்,vissEsh,"சிறப்பு, நிகழ்ச்சி","Special, Function",,,,
வெக்கினிதெ3க்கினி,vekkinidekkini,பேட்டி,Interview,,,,
வெகுள,vekuLa,வேறு,Different,,,,
வெடி3க்,veDik,வேடிக்கை,Fun,,,,
வெது3ர்,vedur,எதிரே,In front of,,,,
வெது3ர் கெர்லத்தெ,vedur kerlatte,"எதிர்கொள்வது, சமாளிப்பது, கையாள்வது","Deal with, Cope with, Face",,,கடினமான காலங்களை எப்படி எதிர்கொள்வது என்பதை குழந்தைகளுக்கு கற்றுக்கொடுக்க வேண்டும்,Children need to be taught how to deal with difficult times
வெது3ர் ஸெத்3து3,vedur seddu,எதிரொலி,Echo,,,,
வெள்கி3னி,veLgini,"பிரிதல், பிரிவு",Separation,,,,
வேய்,vEy,இருக்கட்டும்,Let it be,,,,
வேஸ்,vEs,செலவு,Expense,,,,
ஜ2ண்டா3வு,jhaNDaavu,கொடி,Flag,,,,
ஜக3ரம்,jagaram,"விழிப்பு, விழிப்புடன்","Awake, Alert, Vigilant",,,,
ஜங்க்,jangk,வழி,"Way, Path",,,,
ஜவாப்,javaap,பதில்,Answer,,,,
ஜனத்தகொ,janattako,அறிய,To know,,,,
ஜன்லத்தெ,janlatte,"புரிதல், புரிந்துகொள்ளுதல்",Understanding,,,,
ஜன்லுனாத்தெ,janlunaatte,அறியாமை,Ignorance,,,,
ஜனி,jani,போக்கு,Trend,,,,
ஜா பி2ஜ்ஜாய்,jaa phijjaay,தொலைந்து போ,Get lost,,,,
ஜாக்3ரதொ,jaagrato,கவனம்,"Careful, Beware",,,,
ஜாதி,jaati,வகை,Variety,,,,
ஜாரா,jaaraa,போடா,Go,,,,
ஜால்,jaal,வலை,"Net, Web",,,,
ஜாள்,jaaL,"எரி, எரிச்சல்","Burn, Irritation",,,,
ஜியெஸ்,jiyes,சென்றது,Gone,,,,
ஜீ2னு,jheenu,தோட்டம்,Garden,,,,
ஜீலிஅவுஸ்,jeeliavus,பிரியாவிடை,"Goodbye, Farewell",,,,
ஜுட்னா,juTnaa,கிடைக்காது,Won't get,,,,
ஜுடை3,juDai,கிடைக்கும்,Will get,,,,
ஜுண்ண,juNNa,இல்லை,"No, ain't",,,,
ஜுலன்,julan,ஒளிரும்,Shining,,,,
ஜெ2டொ3,jheDo,சண்டை,Fight,,,,
ஜெ2ர்ப்பாய்,jherppaay,கசியும்,Seep,,,,
ஜெதொ3,jedo,அணி,"Team, Group",,,,
ஜெதொ3மிளன்,jedomiLan,கூட்டணி,Alliance,,,,
ஜேம்,jEm,வெகுமதி,Gift,,,,
ஜொடி3,joDi,"இணை, இருவர்","Pair, Couples",,,,
ஸக்ரியொ,sakriyo,சுறுசுறுப்பான,"Agile, Active",,,,
ஸகல,sakala,அனைத்தும்,All,,,,
ஸங்கீ3த்,sanggeet,இசை,Music,,,,
ஸத்,sat,"உண்மை, நல்ல","True, Truth, Good",,,,
ஸத3ஸ்,sadas,சபை,"Council, Assembly",,,,
ஸத்கரெ,satkare,நல்ல செயல்,"Good deed, Good activity",,,,
ஸ்தான்யொ,staanyo,"முதல், இருந்து",Since,,,,
ஸ்தி2தி,sthiti,நிலை,"Condition, State",,,,
ஸ்திரம்,stiram,உறுதி,"Confirmation, Assurance",,,,
"ஸ்திரம் கேர், து4ட்3டி3","stiram kEr, dhuDDi",உறுதிப்படுத்தவும்,Confirm,,,,
ஸப்3தா3ர்துன்,sabdaartun,சொற்பொருள்,Meaning,,,,
ஸபா4,sabhaa,சபை,"Assembly, Forum, Gathering",,,,
ஸம்டை,samTai,கிடைக்கும்,Will be available,,,,
ஸம்பத்து,sampattu,"செழிப்பு, செல்வம், வளம்","Prosperity, Wealth, Resource",,,,
ஸம்பூர்ணொ,sampoorNo,முழுமையான,Complete,,,,
ஸம்ரக்ஷணொ,samrakshaNo,பாதுகாத்தல்,"Protection, Preservation",,,,
ஸமர்து2,samarthu,திறமையான,"Able, Skilled, Talented",,,,
ஸம்ர்ப்பணொ,samrppaNo,அர்ப்பணிப்பு,Dedication,,,,
ஸம்ருத்3தி4,samruddhi,வளமான,Prosperous,,,,
ஸம்ஸ்க்ருதி,samskruti,"கலாச்சாரம், பண்பாடு",Culture,,,,
ஸமஸ்தொ,samasto,பொது,"Common, General, Public",,,,
ஸமஸ்யொ,samasyo,பிரச்சினை,"Problem, Issue",,,,
ஸமாசார்,samaacaar,"செய்தி, தகவல்","News, Message, Information",,,,
ஸமாசார்பத்ரொ,samaacaarpatro,செய்தித்தாள்,Newspaper,,,,
ஸமாஜ்,samaaj,சமூகம்,Society,,,,
ஸமிதி,samiti,"சங்கம், குழு","Association, Committee",,,,
ஸர,sara,உடன்,"With, Along with",,,,
ஸரதெனொ,sarateno,உடன் இருப்பவர்,"Mate, Colleague",,,,
ஸராவ்,saraav,"இருப்பு, மீதி, மிச்சம்","Balance, Remainder, Remaining, Remnant",,,,
ஸ்‌ரீ,sree,செல்வம்,Wealth,,,,
ஸ்ருதி,sruti,சுருதி,Pitch,,,,
ஸல்லிஸ்,sallis,எளிமையான,Easy,,,,
ஸவணி,savaNi,காணொளி,Video,,,,
ஸ்வதந்த்ரொ,svatantro,சுதந்திரம்,Independence,,,,
ஸ்வயஸுக2ம்,svayasukham,தன்னலம்,Selfishness,,,,
ஸவஸ்,savas,"சகவாசம், நட்பு","Companionship, Friendship",,,,
ஸ்வாக்,svaak,செல்வம்,Wealth,,,,
ஸன்மார்கு3,sanmaargu,சரியான பாதை,Right path,,,,
ஸன்னெ,sanne,பொதுவான,Common,,,,
ஸனாதனொ,sanaatano,"நிரந்தரமான, என்றென்றும்","Permanent, Forever",,,,
ஸனி,sani,பார்வை,"Glance, View, Vision, Look",,,,
ஸஸ்யொ,sasyo,பலன்,"Benefit, Result",,,,
ஸஹஜம்,sahajam,இயற்கை,Natural,,,,
ஸஹஜம்,sahajam,"சரளமானவர், தங்கு தடையின்றி","Fluent, Effortless","பாரிஸும் ஒண்டெ ஒர்ஸு ப2ராது, தெனு பி2ரஞ்சு பா4ஷாம் ஸஹஜம் ஹொய்யா","paarisum oNTe orsu pharaatu, tenu phiranjcu bhaashaam sahajam hoyyaa","பிரான்சில் ஒரு வருடம் கழித்து, அவர் பிரெஞ்சு மொழியில் சரளமாக இருந்தார்",After a year in France she was fluent in French
ஸஹஜம்கன்,sahajamkan,சரளமாக,"Fluently, Effortlessly",தெனு ஜெர்மனி ஸஹஜம்கன் வத்தொ கெரராஸ்,tenu jermani sahajamkan vatto keraraas,அவர் சரளமாக ஜெர்மன் பேசுகிறார்,He speaks German fluently
ஸஹாவு,sahaavu,உதவி,Help,,,,
ஸாக்ககொ,saakkako,பார்க்க,"To see, To look",,,,
ஸாங்க்,saangk,ஆதாரம்,Source,,,,
ஸாத4னொ,saadhano,"வழிமுறை, கருவி","Means, Instrument, Tool",,,,
ஸாதா4ரணம்,saadhaaraNam,எளிமை,"Simple, Normal, Ordinary",,,,
ஸாது4,saadhu,சாதுவான,"Meek, Peaceful, Bland",,,,
ஸாமதி,saamati,பழமொழி,Proverb,,,,
ஸாமான்யொ,saamaanyo,"பொதுவான, வழக்கமான, இயல்பான, எளிமையான","Common, Usual, Normal, Simple, Ordinary",,,,
ஸாமான்யொ ஞான்,saamaanyo njaan,பொது அறிவு,General Knowledge,,,,
ஸாரம்ஶொ,saaramsso,"சாராம்சம், சுருக்கம்","Essence, Gist, Abstract",,,,
ஸிங்க்3யார்,singgyaar,"அழகு, அழகான","Beauty, Beautiful, Cute",,,,
ஸிங்க்3யார்ஹொயெ,singgyaarhoye,அழகான,"Handsome, Lovely, Loviest, Cutie",,,,
ஸிரி,siri,"பொருள், செல்வம்","Wealth, Prosperity",,,,
ஸில்மொ,silmo,உழைப்பு,"Labor, Labour",,,,
ஸிலின்,silin,கஷ்டப்பட்டு,With difficulty,,,,
ஸின்னாத்தொ,sinnaatto,சோர்வின்றி,Without tiring,,,,
ஸீம்,seem,எல்லை,"Limit, Border, Boundary",,,,
ஸுட்டுனாத்தொ,suTTunaatto,இடைவிடாமல்,Incessant,,,,
ஸுத்2த4,suthdha,சுத்தம்,"Clean, Pure, Neat",,,,
ஸுத்3த4ம் ஹொயெ,suddham hoye,"தூய்மையான, களங்கமற்ற, பரிசுத்தமான, புது நிலையில் உள்ள","Pure, Divine, Spotless, Virgin",,,,
ஸுரு,suru,சுருக்கம்,Wringle,,,,
ஸுல்ப்3யம்,sulbyam,"எளிது, எளிமை, எளிமையான","Simple, Easy",,,,
ஸூசனொ,soocano,பரிந்துரை,Suggestion,,,,
ஸூசனொ,soocano,"தகவல், பட்டியல்","Information, List",,,,
ஸூட்,sooT,சூடு (வைத்தல்),Burn with hot iron,,,,
ஸெங்க3ல்,senggal,சங்கிலி,Chain,,,,
ஸெங்கு3,senggu,துணை,Company,,,,
ஸெத்3து3,seddu,சத்தம்,"Noise, Sound",,,,
ஸெத்து,settu,சத்தியம்,Promise,,,,
ஸெத்லொ,setlo,"முடிவில், இறுதியில்","End, Last",,,,
ஸெர்க்கஸ்,serkkas,சரி,"Ok, Okay, Okey",,,,
ஸெர்க்கொ,serkko,"சரி, சரியான",Correct,,,,
ஸெர்ச்சத்தெ,serccatte,தீர்த்தல்,Solving,,,,
ஸெர்மான்,sermaan,சமமாக,Equivalent,,,,
ஸெவ்கன்,sevkan,சிறந்தவன்,Best person,,,,
ஸெஜ்ஜெ,sejje,அக்கம்பக்கத்து,Neighbourhood,,,,
ஸேத்தெ ந்ஹா,sEtte nhaa,இல்லை,"No, Not",,,,
ஸேவொ,sEvo,சேவை,Service,,,,
ஸைலு,sailu,நிழல்,Shadow,,,,
ஸைலொ,sailo,நிழல்,Shadow,,,,
ஸொகன்,sokan,"மாதிரி, போல","Alike, Model, Type, Similar",,,,
ஸொம்பு3ளோ,sombuLO,சம்பளம்,Salary,,,,
ஸொம்மரவ்னி,sommaravni,"வளர்ச்சி, முன்னேற்றம்","Growth, Development",,,,
ஸொல்பம்,solpam,எளிமை,"Simple, Easy",,,,
ஸொவ்ண்டினி,sovNTini,அகப்படுதல்,Be captured,,,,
ஸொவ்ரொ,sovro,உறவினர்,Relative,,,,
ஸௌகது,saukatu,நிர்வாகம்,Administration,,,,
ஸௌர்யம்,sauryam,நலம்,Well,,,,
ஸௌராஷ்ட்ரா,sauraashTraa,ஸௌராஷ்ட்ரா,Sourashtra,,,,
ஶக்தி,ssakti,"ஆற்றல், பலம், உடல் வலிமை, வீரியம்","Energy, Power, Force, Vigor, Vigour",,,,
ஶத்ரு,ssatru,எதிரி,Enemy,,,,
ஶம்பு3,ssambu,"சாஸ்திரம், போதனை",Teachings,,,,
ஶமுலன்,ssamulan,தணித்தல்,Mitigation,,,,
ஶ்ரேஷ்டு2,ssrEshThu,சிறந்தது,"Best, Excellent",,,,
ஶாந்தி,ssaanti,"நிவர்த்தி, பரிகாரம்",Remedy,,,,
ஶாபன,ssaapana,சாபம்,Curse,,,,
ஶாஸ்வதொ,ssaasvato,"இடையறாத, நிரந்தரமான","Continuous, Permanent, Eternal, eternity",,,,
ஶிபாரிஸு,ssipaarisu,பரிந்துரை,Recommendation,,,,
ஶிபி3ரொ,ssibiro,கூடாரம்,Camp,,,,
ஶில்லொ,ssillo,குளிர்ந்த,Cold,,,,
ஶீல்,sseel,ஒழுக்கம்,Discipline,,,,
ஶீன்,sseen,களைப்பு,Tiredness,,,,
ஶுத்3த4ம்,ssuddham,"சுத்தம், தூய்மையான, களங்கமற்ற","Clean, Pure, Neat",,,,
ஶெக்கானா,ssekkaanaa,முடியாமல்,Not able to,,,,
ஶெக்குனா,ssekkunaa,முடியாது,Cannot,,,,
ஶெங்கள்,ssengkaL,"கைவிலங்கு, சங்கிலி","Handcuff, Chain",,,,
ஶெணம்,sseNam,விரைவாக,"Quick, Quickly",,,,
ஶெந்த,ssenta,"உடன், கூட",With,,,,
ஶெவ்வட்,ssevvaT,அருகில்,Near by,,,,
ஶோப4னொ,ssObhano,அருமை,"Nice, Super",,,,
ஶௌர்யொ,ssauryo,தைர்யம்,Braveness,,,,
ஹக்,hak,உரிமை,"Right, Claim",,,,
ஹங்கார்,hangkaar,ஆத்திரம்,"Rage, Tantrum, Anger",,,,
ஹத்3த3ட்3டு,haddaDTu,அரையணா,1/32 of a Rupee,,,,
ஹத்3து3,haddu,பாதி,Half,,,,
ஹத3ம்,hadam,வக்கு,No means,,,,
ஹத்தா3முத்து3,hatdaamutdu,அரைகுறை,Half-done,,,,
ஹர்ம்ப3ம்,harmbam,ஆரம்பம்,Beginning,,,,
