alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
ஹாதுபீ4து,haatubheetu,கைப்பிடிச் சுவர்,Parapet,ஹாதுபீ4தும் ஒர்கு3னாங்கொ3,haatubheetum orgunaanggo,கைப்பிடிச் சுவரில் சாயாதீர்கள்,Do not lean against the parapet wall
அள்டொ,aLTo,பரண்,"Loft, Attic",ஜுன்னொ பொ3க்3கு3ன் அஸ்கி அள்டாம் தொ2வொ,junno boggun aski aLTaam thovo,பழைய புத்தகங்கள் அனைத்தையும் பரணில் வைக்கவும்,Keep all old books on the loft
கெட்டுல்,keTTul,கட்டில்,Cot,கெட்டுலும் நிஞ்ஜெத் மொகொ3 ஹோங்கு3 அவ்னா,keTTulum ninjjet mogo hOnggu avnaa,கட்டிலில் தூங்கினால் எனக்கு தூக்கம் வராது,I can not sleep if I sleep in cot
மொஞ்செ,monjce,கட்டில்,Cot,தொ3ரி மொஞ்செம் நிஞ்ஜத்தக் மொகொ3 ஜுக்கு ஒப்பாய்,dori monjcem ninjjattak mogo jukku oppaay,கயிற்றுக் கட்டிலில் தூங்குவது எனக்கு மிகவும் பிடிக்கும்,I love sleeping on a rope cot
க3வ்டி3,gavDi,கட்டில்,Bed,ஹூனுகலமு லோவு க3வ்டி3ம் நிஞ்ஜத்தக் முஸுனா,hoonukalamu lOvu gavDim ninjjattak musunaa,கோடை காலத்தில் உலோகக் கட்டிலில் தூங்க முடியாது,Can't sleep in a metal cot in the summer
ஸௌதி,sauti,படுக்கை,Bed,தொரன் கு3ஷ்டிம் ஸௌதின் ஸுத்3த4ம்கன் ந்ஹீ,toran gushTim sautin suddhamkan nhee,ரயிலில் படுக்கைகள் சுத்தமாக இல்லை,The beds on the train were not clean
ஜெங்களம்,jengkaLam,படுக்கைவிரிப்பு,Bedsheet,வாருவார் ஜெங்களமுக் கு4ஞ்ஜுவொ,vaaruvaar jengkaLamuk ghunjjuvo,வாராவாரம் படுக்கை விரிப்புகளை துவைக்கவும்,Wash the bed sheets every weekly
பொ3ர்யொ,boryo,பாய்,Mat,பொ3ர்யொ வினா ஸில்லொ பூ4ய்ஞிர் நிஞ்ஜுனாங்கொ3,boryo vinaa sillo bhooynjir ninjjunaanggo,பாய் இல்லாமல் குளிர்ந்த தரையில் தூங்க வேண்டாம்,Do not sleep on a cold floor without a mat
சபொ3,cabo,பாய்,Mat,பிஸ்னி சபொ3 திக்கெ ம்ருது3லொகன் ந்ஹீ,pisni cabo tikke mrudulokan nhee,பிளாஸ்டிக் பாய் அவ்வளவு மென்மையாக இல்லை,The plastic mat is not so soft
தெள்கட்,teLkaT,தலையணை,Pillow,தெ2வ்டெ3தெனு தி3ஸின் தெள்கட் தொ2வ்லி நிஞ்ஜஸுன்,thevDetenu disin teLkaT thovli ninjjasun,சிலர் இரண்டு மூன்று தலையணைகளை வைத்து தூங்குவார்கள்,Some people sleep with two or three pillows
ஹுப்3ரொ,hubro,தலையணை,Pillow,ஹுப்3ரா ஒரொ கோட் ஸே?,hubraa oro kOT sE?,தலையணை உறை எங்கே?,Where is the pillow cover?
சௌனொ,cauno,உறை,(Pillow) Cover,தெள்கடு சௌனொ ஜு2க்கு ஸிங்க்3யார் ஸே,teLkaTu cauno jhukku singgyaar sE,தலையணை கவர் மிகவும் அழகாக இருக்கிறது,The pillow cover is so cute
ஒரொ,oro,உறை,(Pillow) Cover,தெள்கடு ஒரொ ஜெங்களம் ஸெரொ அவஸு,teLkaTu oro jengkaLam sero avasu,தலையணை உறை படுக்கை விரிப்புடன் வருகிறது,The pillow cover comes with a bedsheet
கௌ3டி3,gauDi,"மெத்தை, திண்டு","Mattress, Bolster pillow",நிஞ்ஜன் வேள் பாயினுக் ம்ஹத்3தி3 கௌ3டி3னுக் தொ2வ்லுவாய்,ninjjan vEL paayinuk mhaddi gauDinuk thovluvaay,தூங்கும் போது கால்களுக்கு இடையில் திண்டுகளை வைத்துக்கொள்ளலாம்,Bolster pillows can be placed between the legs while sleeping
ரெட்டு,reTTu,போர்வை,Blanket,ப4ரம்ஹொயெ ரெட்டு ஹிமுஸுகலமு பிர்ஜனம் பொட3யி,bharamhoye reTTu himusukalamu pirjanam poDayi,கனமான போர்வைகள் குளிர்காலத்தில் பயனுள்ளதாக இருக்கும்,Heavy blankets are useful in winter
கம்பு3ளொ,kambuLo,கம்பளிப் போர்வை,Wool Blanket,சென்னை ஸொகன் தா2முக் கம்பு3ளொ பஜென் ந்ஹீ,cennai sokan thaamuk kambuLo pajen nhee,சென்னை போன்ற இடங்களுக்கு கம்பளி போர்வைகள் தேவையில்லை,Places like Chennai do not need woolen blankets
து4ளாதூ3ளி,dhuLaadooLi,ஒட்டடை,Cobweb,து4ளாதூ3ளி உம்ப்3ராம் லொம்ப3ரஸ்,dhuLaadooLi umbraam lombaras,ஒட்டடை மூலையில் தொங்குகிறது,The cobweb hangs in the corner
தூ4ளி,dhooLi,ஒட்டடை,Cobweb,தூ4ளிக் ஜ2ன்னி ஹால் ஸுத்3த4ம் கெருவாயி,dhooLik jhanni haal suddham keruvaayi,ஒட்டடையை விளக்குமாறு கொண்டு சுத்தம் செய்யலாம்,The cobweb can be cleaned with a broom
ஜெஜ்ஜு,jejju,"தூசு, புழுதி, குப்பை","Dust, Garbage, Trash, Waste",ரெஸ்தொஸொவடு கே4ரும் ஜெஜ்ஜு வேன் ர்ஹாயி,restosovaTu ghErum jejju vEn rhaayi,சாலையோர வீட்டில் தூசி அதிகமாக இருக்கும்,There will be lot of dust in the roadside house
ஒலத்தெ,olatte,"ஒழுகுதல், கசிதல்","Leaking, Seeping",பொவ்ஸு கலமு பொள்டாம் பனி ஒலஸு,povsu kalamu poLTaam pani olasu,மழைக் காலங்களில் மேற்கூரையில் தண்ணீர் ஒழுகுகிறது,"During the rainy season, water seeps on the roof"
ஒளென்,oLen,முற்றத்தில் மழைத்தண்ணீர் கொட்டும் இடம்,Rain water gutter,ஒளெனும் ர்ஹீ பொட3ரியொ பனிக் தெ4ரி தொ2வொ,oLenum rhee poDariyo panik dheri thovo,கூரை கால்வாயிலிருந்து விழும் தண்ணீரை பிடிக்கவும்,Catch water falling from the roof canal
கே4ர்காவ்,ghErkaav,"புதுமனை புகுதல், கிரகப்பிரவேசம்","Housewarming, House warming, Moving to a new house",அக்3னிநெட்ஷத்ரு கலமு கே4ர்காவ் ஜா ஹோனா,agnineTshatru kalamu ghErkaav jaa hOnaa,அக்னிநட்சத்திர காலத்தில் கிரகப்பிரவேசம் செய்யக்கூடாது,Should not move to a new home during the fiery summer
ப3ட்3கே,baDkE,வாடகை,Rent,கெ4ர்கெரி ஸொம்மர் ஹன்னவ்கன் 10 ம்ஹடா4 ப3ட்3கே மக3ராஸ்,gherkeri sommar hannavkan 10 mhaDhaa baDkE magaraas,வீட்டு உரிமையாளர் முன்பணமாக 10 மாத வாடகை கேட்கிறார்,The landlord asks for 10 months the rent in advance
காவ்,kaav,"வாடகை இருத்தல், குடி இருத்தல்",Tenancy,அமி ஏட் நொவ்வொகன் காவ் அவ்ரியொ,ami ET novvokan kaav avriyo,நாங்கள் இங்கு புதிதாக குடி வந்துள்ளோம்,We are the new tenants here
கெ4ர்கெரி,gherkeri,வீட்டுக்காரர்,"House owner, Landlord",எல்லெ கே4ரு கெ4ர்கெரி விதே3ஶும் ஜிவராஸ்,elle ghEru gherkeri vidEssum jivaraas,இந்த வீட்டின் வீட்டுக்காரர் வெளிநாட்டில் வசிக்கிறார்,The owner of this house lives abroad
காவ்கெரி,kaavkeri,"வாடகைக்காரர், குடியிருப்பவர்",Tenant,காவ்கெரின் அபுலானும் மல்லராஸ்,kaavkerin apulaanum mallaraas,வாடகைக்காரர்கள் தங்களுக்குள் சண்டையிடுகிறார்கள்,The tenants are fighting among themselves
வாஸு,vaasu,வசிப்பவர்,Resident,தெனு அவ்ரெ வீது3ம் வஸத்தெனு,tenu avre veedum vasattenu,அவர் எங்கள் வீட்டுத் தெருவில் வசிப்பவர்,He is a resident of our street
சுன்னொ,cunneaa,சுண்ணாம்பு,Lime,அத்தொ அஸ்கி கோன் கே4ருக் சுன்னொ ஹனராஸ்?,atto aski kOn ghEruk cunno hanaraas?,இப்போதெல்லாம் யார் வீட்டிற்கு சுண்ணாம்பு பூசுகிறார்கள்?,Nowadays who whitewashes the house with lime?
சுன்னொ ஹனத்தெ,cunneaa hanatte,"வெள்ளையடித்தல், சுண்ணாம்பு அடித்தல்",Whitewash with Lime,பொங்க3லுவேள் மென்க்யான் அபுல் கே4ருக் சுன்னொ ஹனஸுன்,ponggaluvEL menkyaan apul ghEruk cunno hanasun,பொங்கலின் போது மக்கள் தங்கள் வீட்டிற்கு வெள்ளையடிப்பார்கள்,"During Pongal, people whitewash their houses"
விட்3கெ3,viDge,செங்கல்,Brick,சிட3மத்திம் ர்ஹீ விட்3கெ3 கெரராஸ்,ciDamattim rhee viDge keraraas,களிமண்ணிலிருந்து செங்கற்கள் செய்கிறார்கள்,They make bricks out of clay
விட்கிண்,viTkiN,செங்கல்,Brick,கே4ர் ப4ந்த3த்தெமாம் விட்கிண் முக்யம்ஹொயெயொ,ghEr bhandattemaam viTkiN mukyamhoyeyo,வீடு கட்டுவதில் செங்கல் முக்கியமானது,Bricks are important in building a house
ஹீபுவிட்3கெ3,heepuviDge,தரைசெங்கல்,Floor Brick,"ஹீபுவிட்3கெ3, ஒண்டெ விட்3கெ3 மோவுகு ஹத்3து3 வடொ ர்ஹாயி","heepuviDge, oNTe viDge mOvuku haddu vaTo rhaayi","தரை செங்கல், ஒரு செங்கலின் பாதி அளவு இருக்கும்",The floor brick is about half the size of a brick
லான்,laan,தோட்டம்,Garden,ம்ஹொட்டொ கே4ருனும் லானுக் ஸவாய்,mhoTTo ghErunum laanuk savaay,பெரிய வீடுகளில் புல்வெளிகளைக் காணலாம்,You can find lawns in large houses
ஜீன்,jeen,தோட்டம்,Garden,பொள்டா ஜீன் அத்தொ ப்ரஸித்3தி4கன் ஸே,poLTaa jeen atto prasiddhikan sE,கூரை தோட்டம் இப்போது பிரபலமாக உள்ளது,Roof garden is popular now
தொ3ரட்டி,doraTTi,தொரட்டி,Fruit Picker,தொ3ரட்டி கச்சம்பொ3 தொட3த்தக் ஒர்க3ஸு,doraTTi kaccambo toDattak orgasu,தொரட்டி மாம்பழங்களைப் பறிக்கப் பயன்படுகிறது,The fruit picker is used to pluck mangoes
வாடி3,vaaDi,வேலி,Fence,வாடி3 ஒண்டெ கே4ரு மிதினுக் பரிபா4ஷித் கெர்ஸு,vaaDi oNTe ghEru mitinuk paribhaashit kersu,வேலி ஒரு வீட்டின் எல்லைகளை வரையறுக்கிறது,The fence defines the boundaries of a house
தட்டி,taTTi,"வேலி, தடுக்கு",Palm leaf fence,தட்டி கவாட்3 கா3ய்கொ3ருனுக் ஜ2யி தொ2வத்தக் ஒர்க3ஸு,taTTi kavaaD gaaygorunuk jhayi thovattak orgasu,தடுக்கு கதவு கால்நடைகளை அடைத்து வைக்க பயன்படுகிறது,The Palm leaf fence is used to lock the cattle
ப4ந்தி3னி காம்,bhandini kaam,கட்டுமான பணி,Construction work,ப4ந்தி3னி காமுக் காம்கெர்த்தான் அப்3ப3த்தெ கெஷ்டம்கன் ஸே,bhandini kaamuk kaamkerttaan abbatte keshTamkan sE,கட்டுமான பணிகளுக்கு தொழிலாளர்கள் கிடைப்பது சிரமமாக உள்ளது,It is difficult to get workers for construction work
ஹீர்,heer,கிணறு,Well,500 பவுல் ஹீர் கொவ்ரெத் மெல்லொ பனி ந்ஹீ,500 pavul heer kovret mello pani nhee,500 அடிக்கு கிணறு தோண்டினாலும் தண்ணீர் இல்லை,There is no water even after digging a well at 500 feet
கி4ராஹீரு,ghiraaheeru,ஆழ்துளை கிணறு,Deep Well,கி4ராஹீரு மென்தொ 180 பௌல் ஹொல்லொ கீ4ர் ஸேத்தெ ஹீர்,ghiraaheeru mento 180 paul hollo gheer sEtte heer,ஆழ்துளை கிணறு என்பது 180 அடிக்கு மேல் ஆழம் கொண்ட கிணறு,Deep well is a well with a depth of more than 180 feet
ஹீருனகொ,heerunako,கிணற்று உறை,"Well Ring, Well casing",ஹீருனகொ மத்தி பு2ட்டி பொட3த்தெ ஹிப்பி3 ர்ஹவாட3ஸு,heerunako matti phuTTi poDatte hipbi rhavaaDasu,கிணற்றின் உறை மண் உடைந்து விழுவதைத் தடுக்கிறது,The casing of the well prevents the soil from breaking and falling
ஒரொ,oro,கிணற்று உறை,"Well Ring, Well casing",ஒண்டெ ஹீரும் உன்னொ பொட3யொ 10 ர்ஹீ 12 ஒரான் ர்ஹாயி,oNTe heerum unno poDayo 10 rhee 12 oraan rhaayi,ஒரு கிணற்றில் குறைந்தது 10 முதல் 12 உறைகள் இருக்கும்,There will be at least 10 to 12 casing in a well
ர்ஹெடொ3,rheDo,"கிணற்றுக் கப்பி, சகடை",Pulley of Well,ஹீரும் ர்ஹீ பனி செந்த3த்தக் ர்ஹெடொ3 நுக3ஸு,heerum rhee pani cendattak rheDo nugasu,கிணற்றில் இருந்து தண்ணீர் இறைக்க சகடை பயன்படுகிறது,The well pulley is used to draw water from the well
பத3ர்கிளி,padarkiLi,"பாதாள கொலுசு, பாதாள கரண்டி",Multi-pointed hook,ஹீரும் பொட்3 ப3ள்ளாக் ஹெட3த்தக் பத3ர்கிளி நுக3ஸு,heerum poD baLLaak heDattak padarkiLi nugasu,கிணற்றில் விழுந்த வாளியை எடுக்க பாதாள கரண்டி பயன்படுகிறது,A multi-pointed hook is used to pick the bucket that has fallen into the well
பதா3ல்குடி3,padaalkuDi,"பாதாள கொலுசு, பாதாள கரண்டி",Multi-pointed hook,களாய்யா? பதா3ல்குடி3 ப3ட்க்யாக் அப்3ப3ய்,kaLaayyaa? padaalkuDi baTkyaak abbay,தெரியுமா? பாதாள கரண்டி வாடகைக்கு கிடைக்கும்,The multi-pointed hook use to be available for rent
ஸெத்தர்,settar,சத்திரம்,"Inn, Choultry, Free resting place",ஸிரங்கு3ம் அவ்ரெதெங்கா3 ஸெத்தர் ஸேத்தெ,siranggum avretenggaa settar sEtte,ஸ்ரீரங்கத்தில் சௌராஷ்டிரா சத்திரம் உள்ளது,There is a Sourashtra inn available in Srirangam
குடி,kuTi,குடிசை,"Hut, Cottage, Shed",கெ2டின் ஹூனுகலமு குடி ஹுலொ லகி3 ஜெலஸு,kheTin hoonukalamu kuTi hulo lagi jelasu,கடுமையான கோடையில் குடிசை தீப்பிடித்து எரிகிறது,The cottage catches fire in the harsh summer
பருண்டா3 கே4ர்,paruNDaa ghEr,"ஓலை வீடு, குடிசை வீடு",Cottage house,ர்ருஷினு கலமு பருண்டா3 கே4ர் ஒண்டேஸ் ஹொதெ3ஸ்,rrushinu kalamu paruNDaa ghEr oNTEs hodes,முனிவர் காலத்தில் குடிசை வீடு மட்டுமே இருந்தது,In the time of the sage there was only the cottage house
பு2ட்3கொ,phuDko,"இடிந்த, பாழான",Dilapidated,பு2ட்3கொ கே4ரு தக்ஷணம் க2லி கெர்னொ,phuDko ghEru takshaNam khali kerno,பாழடைந்த வீட்டை உடனடியாக காலி செய்ய வேண்டும்,The dilapidated house should be vacated immediately
