alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
தி3வாதளொ,divaataLo,குத்துவிளக்கு,Prayer / Oil Lamp,சீஸ் தயி மஞ்ஜெத் தி3வாதளொ உடாவ் ஹோஸு,cees tayi manjjet divaataLo uTaav hOsu,புளியால் தேய்த்தால் குத்துவிளக்கு பளிச் என ஆகிறது,"If rubbed with tamarind, the oil Lamp becomes bright"
த2ந்தி3லி தி3வொ,thandili divo,குத்துவிளக்கு,Standing brass lamp,ம்ஹொட்டொ வைப4வமுக் த2ந்தி3லி தி3வொ பொ4வ்ரிகின் ஹர்ம்ப4ம் கெரஸுனு,mhoTTo vaibhavamuk thandili divo bhovrikin harmbham kerasunu,பெரிய விழாவை குத்துவிளக்கு ஏற்றி ஆரம்பிக்கிறார்கள்,The grand ceremony begins with the lighting of standing brass lamp
வாத்,vaat,விளக்குத்திரி,Oil lamp wick,வாத் மொலிஸொடி3 தி3வொ பொ4வ்ரெத்தெ ப3ரொ,vaat molisoDi divo bhovrette baro,திரியை கசக்கிவிட்டு விளக்கேற்றுவது நல்லது,It is better to squeeze the wick and light the lamp
தி3வாவாது,divaavaatu,விளக்குத்திரி,Oil lamp wick,தொ3ரிம் கெரெ தி3வாவாது நிள்ச்சி ஜெலஸு,dorim kere divaavaatu niLcci jelasu,நூலில் செய்த விளக்குத்திரி சீராக எரியும்,Lamp wick made of thread burns steadily
தி3வாபெடி,divaapeTi,தீப்பெட்டி,Match box,தி3வொ பொ4வ்ரத்தக் தி3வாபெடி ஒண்டே ப்ரயோக்3 கெரஸுன்,divo bhovrattak divaapeTi oNTE prayOg kerasun,விளக்கேற்ற தீப்பெட்டி மட்டுமே பயன்படுத்துகிறார்கள்,Only matchbox is used to light the lamp
விஸ்தெவுபெடி,vistevupeTi,தீப்பெட்டி,Match box,1826 ம் ஜான் வாக்கர் மெனெத்தெனொ விஸ்தவுபெடிக் தெ3க்கிதெ4ர்யாஸி,1826 m jaan vaakkar menetteno vistavupeTik dekkidheryaasi,1826 ல் ஜான் வாக்கர் என்பவர் தீப்பெட்டியை கண்டுபிடித்தார்,"In 1826, John Walker invented the matchbox"
தி3வாக2ட்டி,divaakhaTTi,தீக்குச்சி,Match stick,தி3வாக2ட்டி ஒல்லொ பொடெ3த் ஹூனும் ஸுக்கடு3வாய்,divaakhaTTi ollo poDet hoonum sukkaDuvaay,தீக்குச்சி ஈரமானால் வெயிலில் உலர்த்தலாம்,If the match gets wet it can be dried in the sun
பய்ஞ்தொ,paynjto,"தாள்பணிதல், காலில் விழுந்து வணங்குதல்",Hindu Prostration,ம்ஹொட்டானுக் பய்ஞ்தொ பொட3த்தெ சொக்கட் மொர்க்3யாத்,mhoTTaanuk paynjto poDatte cokkaT morgyaat,பெரியவர்களின் காலில் விழுந்து வணங்குவது நல்ல மரியாதை,It is good respect to prostrate at the feet of elders
பி3கி3த்,bigit,விபூதி,Sacred Ash,ஈஸ்புரு தௌ4ராம் பி3கி3த் ப்ரஸாத்கன் தே3ஸுன்,eespuru dhauraam bigit prasaatkan dEsun,சிவன் கோவிலில் விபூதியை பிரசாதமாக தருகிறார்கள்,Vibhuti is offered as prasadam in Shiva temple
குங்கு3ம்,kunggum,குங்குமம்,Vermilion,அம்மா தௌ4ராம் குங்கு3ம் ப்ரஸாத்கன் தே3ஸுன்,ammaa dhauraam kunggum prasaatkan dEsun,அம்மன் கோவிலில் குங்குமத்தை பிரசாதமாக தருகிறார்கள்,Vermilion is offered as prasadam in Amman temple
சுச்சும்,cuccum,செந்தூரம்,Vermillon,விஷ்ணுக் பாய்ஞ்பொட3த்தெனு கபா3ல்டு3ர் சுச்சும் லவ்லஸுன்,vishNuk paaynjpoDattenu kabaalDur cuccum lavlasun,விஷ்ணுவை வழிபடுபவர்கள் நெற்றியில் நாமம் இட்டுக்கொள்வார்கள்,Worshipers of Lord Vishnu put Namam in their forehead
ஸிர்க்கண்,sirkkaN,சந்தனம்,Sandalwood,ஸிர்க்கண் ஆங்கு3க் ஸில்லொ கெரயி,sirkkaN aangguk sillo kerayi,சந்தனம் உடலுக்கு குளிர்ச்சியை தரும்,Sandalwood is cooling to the body
நாம்,naam,நாமம்,Trident Mark on the Forehead,"ஸௌராஷ்டிரர்னு தய்லரியொ நாம் ""U"" ஸொகன் ர்ஹாயி","sauraashTirarnu taylariyo naam ""U"" sokan rhaayi","ஸௌராஷ்டிரர்கள் இட்டுக்கொள்ளும் நாமம் ""U"" போல இருக்கும்","The Namam that Sourashtrian put will be in ""U"" shape"
நாமுகெட்3டொ3,naamukeDDo,நாமக்கட்டி,White Clay Chalk,நாமுகெ3ட்3டொ3 தொ3ளா கெ3ட்3டா3க் பரொ கெரயி,naamugeDDo doLaa geDDaak paro kerayi,நாமக்கட்டி கண்கட்டியை குணப்படுத்தும்,White clay chalk cures eye tumor
நாமுபுட்கி,naamupuTki,நாம பெட்டி,Trident Box,"நாமுபுட்கிம் நாமுகெ3ட்3டொ3, குங்கு3ம், சுச்சும் க2ட்டி ர்ஹாயி","naamupuTkim naamugeDDo, kunggum, cuccum khaTTi rhaayi","நாம பெட்டியில் நாமக்கட்டி, குங்குமம், நாமக்குச்சி இருக்கும்","The trident box will have clay chalk, vermilion and a small stick"
ஸெந்தெ3,sende,சந்தியாவந்தனம்,Salutation to Time of Junction,ஸெந்தெ3 மென்தொ ஸுரிதுக் நுவத்தெ ஸம்ஸ்கார்,sende mento surituk nuvatte samskaar,சந்த்யாவந்தனம் என்றால் சூரியனைப் போற்றும் சடங்கு,Santhyavandanam is a ritual of worshiping the Sun
தொ3ர்பொ3,dorbo,தர்பை புல்,Holy Grass,தொ3ர்பொ3 அஸ்கி பாபுக் ஜவட3த்திஸானுகெ,dorbo aski paapuk javaDattisaanuke,தர்பை புல் அனைத்து பாவங்களையும் போக்கக்கூடியது,Holy grass can cure all sins
புஜொ,pujo,பூஜை,Act of worship,நிச்சு ஸொளாபா2ர்கின் விள்டாக் புஜெ கெரத்தெ சொக்கடு3,niccu soLaaphaarkin viLTaak puje keratte cokkaDu,தினமும் காலையிலும் மாலையிலும் பூஜை செய்வது நல்லது,It is good to do pooja every morning and evening
ஒத்துலத்தெ,ottulatte,"ஒற்றிக்கொள்ளுதல், தொட்டுக்கொள்ளுதல்",Touching softly,புஜொ கெரெ பூ2லுக் தொளாம் ஒத்துலுவொ,pujo kere phooluk toLaam ottuluvo,பூஜை செய்த பூவை கண்ணில் ஒற்றிக் கொள்ளுங்கள்,Bow the puja flower with eyes
பூ2ல்,phool,பூ,Flower,பூ2லுனுக் வீள்டாக் தொட3ஹோனா,phoolunuk veeLTaak toDahOnaa,பூக்களை மாலையில் பறிக்கக்கூடாது,Flowers should not be plucked in the evening
மாலொ,maalo,மாலை,Garland,ஹன்மந்துக் தொ2ள்சி மாலொ க4லி பாய்ஞ்பொட3னு,hanmantuk thoLci maalo ghali paaynjpoDanu,ஆஞ்சநேயருக்கு துளசி மாலை போட்டு வணங்குவார்கள்,Anjaneya will be worshiped by garlanding Tulsi
த3மர் பூ2ல்,damar phool,தாமரை,Lotus,மஹாலக்ஷ்மி வஸஸ் கெரரியொ தா2ம் த3மர் பூ2லு,mahaalakshmi vasas kerariyo thaam damar phoolu,மகாலட்சுமி வாசம் செய்யும் இடம் தாமரை பூ ஆகும்,Mahalakshmi's abode is the lotus flower
ரெத்து,rettu,தேர்,Car,பூரி ஜெக3ந்நாத் உத்ஸவும் தீ2ன் ரெத்துனுக் உட்சிலி அவனு,poori jegannaat utsavum theen rettunuk uTcili avanu,பூரி ஜெகநாதர் திருவிழாவில் மூன்று தேர்களை இழுத்து வருவார்கள்,Three chariots are pulled during the Puri Jagannath festival
கரொ,karo,காணிக்கை,Offertory,தெ2வ்டெ3 ப4க்துடு3ன் அபுல் பா4ருக் ஸமான் ஹொயெ வஸ்துனுக் கரொகன் தே3ஸுன்,thevDe bhaktuDun apul bhaaruk samaan hoye vastunuk karokan dEsun,சில பக்தர்கள் தங்கள் எடைக்கு சமமான பொருட்களை காணிக்கையாக செலுத்துகிறார்கள்,Some devotees make offerings of items equal to their own weight
ஶுலோக்,ssulOk,"செய்யுள், சுலோகம்","Verse, Hymns",ப4கவத் கீ3தாம் யோக்3 700 ஶுலோகுனுன் ஸே,bhakavat geetaam yOg 700 ssulOkunun sE,பகவத் கீதையில் மொத்தம் 700 சுலோகங்கள் உள்ளன,There are a total of 700 hymns in the Bhagavad Gita
கர்க்கெல்,karkkel,கார்த்திகை,Karthikai Star,கர்க்கெலு ம்ஹாடா3ம் அவரியொ ஸொமார்தி3ம் தா3ரும் தி3வொ பொ4வ்ரனு,karkkelu mhaaDaam avariyo somaardim daarum divo bhovranu,கார்த்திகை மாதத்தில் வரும் திங்கட்கிழமைகளில் வீட்டு வாசலில் தீபம் ஏற்றுவார்கள்,"On Mondays in the month of Karthika, they put lamps at the door"
ம்ஹொடொ3 கர்க்கெல்,mhoDo karkkel,கார்த்திகை தீபம்,Grand Karthikai Festival,கர்க்கெலு ம்ஹாடா3ம் அவரியொ கர்க்கெல் நெட்சத்ரு தி3ன்னுக் ம்ஹொடொ3 கர்க்கெல் மெனன்,karkkelu mhaaDaam avariyo karkkel neTcatru dinnuk mhoDo karkkel menan,கார்த்திகை மாதத்தில் வரும் கார்த்திகை நட்சத்திர நாளை பெரிய கார்த்திகை என்பர்,Karthika star day in the month of Karthika is called Big Karthika
கத்திபு3த்தில்,kattibuttil,சொக்கப்பனை எரித்தல்,"Thiruvannamalai Deepam, Palm frond burning",ம்ஹொடொ3 கர்க்கெல் தெந்து3ஸ் கத்திபு3த்தில் ஜெலட3டுனு,mhoDo karkkel tendus kattibuttil jelaDaTunu,பெரிய கார்த்திகை அன்று சொக்கப்பனை எரிப்பார்கள்,Palm frond will be burnt on Big Karthikai
தின்னாள்,tinnaaL,திருவிழா,Festival,த4னினுக் ஒர்ஸுதிஸு தின்னாளுஸ்,dhaninuk orsutisu tinnaaLus,பணக்காரர்களுக்கு ஆண்டு முழுவதும் திருவிழா,A year-round festival for the rich
"உத்ஸவ், வைப4வ்","utsav, vaibhav",விழா,Festival,நொவ்ராது உத்ஸவ் ஸொந்தொ3 ஹர்ம்ப3ம் ஹோரஸ்,novraatu utsav sondo harmbam hOras,நவராத்திரி திருவிழா நாளை தொடங்குகிறது,Navratri festival starts tomorrow
ஸம்ஸ்கார்,samskaar,சடங்கு,Ritual,மொராத்தெங்கொ3 தெங்கொ3தெங்கொ3 வட்கெ தா4னுக் ஸம்ஸ்கார் கெரன்,moraattenggo tenggotenggo vaTke dhaanuk samskaar keran,இறந்தவர்களுக்கு அவரவர் வழக்கப்படி சடங்கு செய்யப்படும்,The dead will be ritualized according to their custom
அம்மா புட்3கி,ammaa puDki,"குங்குமம், மஞ்சள் போன்ற தெய்வீகப் பொருட்கள் அடங்கிய பனை ஓலை கூடை",A devotional palm leaf basket containing divine ingredients like saffron and turmeric,தெ2வ்டெ3 தெனு அபுல் கொ4ம்மொ அம்மா புட்3கி தொ2வ்லி ர்ஹானு,thevDe tenu apul ghommo ammaa puDki thovli rhaanu,சிலர் தங்கள் வீட்டில் அம்மா கூடை வைத்திருப்பார்கள்,Some people keep devotional basket in their house
ஜயந்தி,jayanti,பிறந்தநாள்,"Birthday, Birth day",,,,
கீஷ்டு ஜயந்தி,keeshTu jayanti,கிருஷ்ண ஜெயந்தி,Birthday of Lord Krishna,,,,
கோ3குலாஷ்டமி,gOkulaashTami,கோகுலாஷ்டமி,Birthday of Lord Krishna,,,,
ராம நவமி,raama navami,ராம நவமி,Birthday of Lord Rama,,,,
ஹன்மந்து ஜயந்தி,hanmantu jayanti,அனுமார் ஜெயந்தி,Birthday of Lord Hanuman,,,,
